[protein],[ligand],[-log k],[resolution],[year],[origin],[covalent_bond]
1swi,BNZ,3.0969100130080562,2.60,1996,PDB,False
1mmq,RRS,7.522878745280337,1.90,1996,PDB,False
2upj,U02,7.3872161432802645,3.00,1996,PDB,False
2csm,TYR,4.301029995663981,2.80,1996,PDB,False
1grp,ICT,3.7235381958267557,2.50,1996,PDB,False
1fmb,HYB,10.0,1.80,1996,PDB,False
1hsg,MK1,9.42021640338319,2.00,1996,PDB,False
1hsh,MK1,9.42021640338319,1.90,1996,PDB,False
1igb,IPO,6.3979400086720375,2.30,1996,PDB,False
1mmp,RSS,6.070581074285707,2.30,1996,PDB,False
1pbk,RAP,9.045757490560675,2.50,1996,PDB,False
1jao,0D3,5.920818753952375,2.40,1996,PDB,False
1tcx,IM1,6.950781977329818,2.30,1996,PDB,False
1dud,DUD,4.823908740944319,2.30,1996,PDB,False
1gno,U0E,7.698970004336019,2.30,1996,PDB,False
1rdj,MFB,1.6635402661514704,1.80,1996,PDB,False
1gnn,U0E,5.6777807052660805,2.30,1996,PDB,False
1dif,A85,10.657577319177793,1.70,1996,PDB,False
1bmn,BM9,8.443697499232712,2.80,1996,PDB,False
1rev,TB9,7.481486060122112,2.60,1996,PDB,False
1jaq,01S,4.481486060122113,2.40,1996,PDB,False
2csn,CKI,4.4089353929735005,2.50,1996,PDB,False
1mmr,SRS,5.3979400086720375,2.40,1996,PDB,False
1mtr,PI6,8.397940008672037,1.75,1996,PDB,False
1hpx,KNI,11.259637310505756,2.00,1996,PDB,False
1rdl,MMA,2.2441251443275085,1.70,1996,PDB,False
1gnm,U0E,6.251811972993799,2.30,1996,PDB,False
1pro,A88,11.301029995663981,1.80,1996,PDB,False
1noi,NTZ,3.154901959985743,2.50,1996,PDB,False
1noj,NTZ,3.154901959985743,2.40,1996,PDB,False
1nok,NTZ,3.154901959985743,2.40,1996,PDB,False
1bmm,BM2,7.102372908709558,2.60,1996,PDB,False
1rdi,MFU,2.0555173278498313,1.80,1996,PDB,False
1mdl,RMN,3.0915149811213505,1.85,1996,PDB,False
1rnm,C5P,3.0735546521816106,2.00,1996,PDB,False
1tcw,IM1,6.017728766960431,2.40,1996,PDB,False
1fkw,PUR,5.045757490560675,2.40,1996,PDB,False
1kvo,OAP,7.886056647693163,2.00,1997,PDB,False
1lt6,GAA,3.3010299956639813,2.20,1997,PDB,False
1bkm,1C5,5.7447274948966935,2.00,1997,PDB,False
2rox,T44,4.978810700930062,2.00,1997,PDB,False
1jld,0PP,6.732828271596986,2.50,1997,PDB,False
1tvr,TB9,7.481486060122112,3.00,1997,PDB,False
1uwb,TBO,8.337242168318426,3.20,1997,PDB,False
1dth,BAT,8.221848749616356,2.00,1997,PDB,False
1rt2,TNK,8.221848749616356,2.55,1997,PDB,False
1aq1,STU,8.154901959985743,2.00,1997,PDB,False
1rt1,MKC,8.096910013008056,2.55,1997,PDB,False
1avn,HSM,3.9030899869919438,2.00,1997,PDB,False
1rbo,CAP,12.721246399047171,2.30,1997,PDB,False
1aqj,SFG,6.468521082957745,2.60,1997,PDB,False
1okl,MNS,6.031517051446065,2.10,1997,PDB,False
1ao0,ADP,4.958607314841775,2.80,1997,PDB,False
1aj7,NPE,3.869666231504994,2.10,1997,PDB,False
1ag9,FMN,9.0,1.80,1997,PDB,False
1ado,13P,6.0,1.90,1997,PDB,False
2adm,SAM,5.698970004336019,2.60,1997,PDB,False
1aqi,SAH,5.619788758288394,2.60,1997,PDB,False
2h4n,AZM,8.698970004336019,1.90,1997,PDB,False
2mas,PIR,7.522878745280337,2.30,1997,PDB,False
2aac,FCB,2.221848749616356,1.60,1997,PDB,False
1nox,FMN,7.045757490560675,1.59,1997,PDB,False
1uvt,I48,7.638272163982407,2.50,1997,PDB,False
1qbt,146,10.619788758288394,2.10,1997,PDB,False
1qbr,XV6,10.568636235841012,1.80,1997,PDB,False
1ajq,SPA,4.309803919971486,2.05,1997,PDB,False
1qbu,846,10.236572006437063,1.80,1997,PDB,False
1ai7,IPH,4.086186147616283,2.50,1997,PDB,False
1ai6,4HP,3.9706162223147903,2.55,1997,PDB,False
1hxb,ROC,9.920818753952375,2.30,1997,PDB,False
1sqc,LDA,6.853871964321762,2.85,1997,PDB,False
1ai5,MNP,3.7235381958267557,2.36,1997,PDB,False
1dmp,DMQ,9.55284196865778,2.00,1997,PDB,False
1qbs,DMP,9.468521082957745,1.80,1997,PDB,False
2kce,D16,6.173925197299173,2.20,1997,PDB,False
1hpo,UNI,9.221848749616356,2.50,1997,PDB,False
1yds,IQS,5.920818753952375,2.20,1997,PDB,False
1dub,CAA,5.795880017344075,2.50,1997,PDB,False
2gss,EAA,4.939302159646388,1.90,1997,PDB,False
1ajx,AH1,7.913640169325252,2.00,1997,PDB,False
1h4n,TRS,4.920818753952375,2.00,1997,PDB,False
3aid,ARQ,6.863279432843593,2.50,1997,PDB,False
1aid,THK,4.823908740944319,2.20,1997,PDB,False
1al7,HST,7.795880017344075,2.60,1997,PDB,False
1ajv,NMB,7.718966632752273,2.00,1997,PDB,False
1ajn,AAN,2.6345120151091,2.36,1997,PDB,False
1fwe,HAE,5.6020599913279625,2.00,1997,PDB,False
1vfn,HPA,5.6020599913279625,2.15,1997,PDB,False
1juy,H5P,7.657577319177793,2.50,1997,PDB,False
1vot,HUP,6.6020599913279625,2.50,1997,PDB,False
1ydr,IQP,5.522878745280337,2.20,1997,PDB,False
1ai4,DHY,2.5044556624535517,2.35,1997,PDB,False
7upj,INU,8.494850021680094,2.00,1997,PDB,False
1al8,DHP,5.318758762624412,2.20,1997,PDB,False
1fax,DX9,7.3872161432802645,3.00,1997,PDB,False
6upj,NIU,6.318758762624412,2.34,1997,PDB,False
1ydt,IQB,7.318758762624412,2.30,1997,PDB,False
1uvs,I11,5.3979400086720375,2.80,1997,PDB,False
1ajp,OMD,2.2328441339178196,2.31,1997,PDB,False
1ml1,PGA,4.2839966563652006,2.60,1997,PDB,False
1tom,MIN,8.301029995663981,1.80,1997,PDB,False
5upj,UIN,7.1249387366083,2.30,1997,PDB,False
2jxr,2Z3,7.045757490560675,2.40,1997,PDB,False
1rtf,BEN,3.0409586076789066,2.30,1997,PDB,False
2pax,4AN,6.7447274948966935,2.40,1998,PDB,False
1vik,BAY,9.522878745280337,2.40,1998,PDB,False
4aig,FLX,6.522878745280337,2.00,1998,PDB,False
4pax,NU1,6.3979400086720375,2.80,1998,PDB,False
1bl4,AP1,8.744727494896694,1.90,1998,PDB,False
2aig,0GR,5.0,2.60,1998,PDB,False
3pax,3MB,5.0,2.40,1998,PDB,False
3aig,0ZC,6.0,2.80,1998,PDB,False
2qwg,G28,3.638272163982407,1.80,1998,PDB,False
1bji,DPC,8.698970004336019,2.00,1998,PDB,False
1skj,UR2,5.154901959985743,2.00,1998,PDB,False
1err,RAL,8.113509274827518,2.60,1998,PDB,False
1a4k,FRA,8.0,2.40,1998,PDB,False
3pcj,INO,7.221848749616356,2.13,1998,PDB,False
1b39,ATP,6.920818753952375,2.10,1998,PDB,False
1bcj,NGA,3.6989700043360187,2.10,1998,PDB,False
1b38,ATP,6.595166283380062,2.00,1998,PDB,False
1a7x,FKA,9.698970004336019,2.00,1998,PDB,False
3pck,NNO,6.698970004336019,2.13,1998,PDB,False
220l,BNZ,3.3979400086720375,1.85,1998,PDB,False
223l,BNZ,3.3979400086720375,1.90,1998,PDB,False
1bcu,PRL,3.275724130399211,2.00,1998,PDB,False
1wdn,GLN,6.301029995663981,1.94,1998,PDB,False
1axz,GAL,3.1958605676646497,1.95,1998,PDB,False
1a9q,HPA,6.167491087293763,2.00,1998,PDB,False
1ax0,A2G,3.1272611725273314,1.90,1998,PDB,False
1jmg,UMP,6.070581074285707,2.20,1998,PDB,False
1jmi,UMP,6.060480747381382,2.50,1998,PDB,False
1a4h,GDM,5.920818753952375,2.50,1998,PDB,False
1aj6,NOV,5.920818753952375,2.30,1998,PDB,False
1yet,GDM,5.920818753952375,1.90,1998,PDB,False
1jmf,UMP,5.769551078621726,2.50,1998,PDB,False
1axs,HOP,7.769551078621726,2.60,1998,PDB,False
2izl,IMI,6.0,1.48,1998,PDB,False
4tmk,T5A,7.698970004336019,1.98,1998,PDB,False
3pcn,DHY,3.657577319177794,2.40,1998,PDB,False
1amw,ADP,4.5376020021010435,1.85,1998,PDB,False
1a99,PUT,5.698970004336019,2.20,1998,PDB,False
1bm7,FLF,7.522878745280337,2.00,1998,PDB,False
5tmp,Z5A,7.468521082957745,1.98,1998,PDB,False
1swg,BTN,7.357535479757878,1.80,1998,PDB,False
4rsk,U3P,4.324221658325915,2.10,1998,PDB,False
1usn,IN9,7.7447274948966935,1.80,1998,PDB,False
1bv7,XV6,10.301029995663981,2.00,1998,PDB,False
1xug,BAB,7.045757490560675,1.50,1998,PDB,False
1bxo,PP7,10.0,0.95,1998,PDB,False
1bv9,XV6,9.958607314841775,2.00,1998,PDB,False
1a52,EST,9.860120913598763,2.80,1998,PDB,False
1bhx,R56,6.838631997765025,2.30,1998,PDB,False
1bdr,IM1,6.6777807052660805,2.80,1998,PDB,False
2usn,IN8,6.508638306165727,2.20,1998,PDB,False
1moq,GLP,3.4559319556497243,1.57,1998,PDB,False
1alw,ISA,6.522878745280337,2.03,1998,PDB,False
1bdq,IM1,6.337242168318426,2.50,1998,PDB,False
1met,DMP,9.397940008672037,1.90,1998,PDB,False
10gs,VWW,6.3979400086720375,2.20,1998,PDB,False
1br6,PT1,3.2218487496163566,2.30,1998,PDB,False
1tsl,A15,6.154901959985743,2.50,1998,PDB,False
1meu,DMP,6.096910013008056,1.90,1998,PDB,False
2wed,PP6,6.096910013008056,1.50,1998,PDB,False
3pcf,FHB,6.045757490560675,2.15,1998,PDB,False
1tsm,MR2,6.0,3.00,1998,PDB,False
2pri,D6G,2.910094888560602,2.30,1998,PDB,False
1a4w,QWE,5.920818753952375,1.80,1998,PDB,False
1bdl,IM1,5.85078088734462,2.80,1998,PDB,False
3tlh,3TL,8.823908740944319,2.00,1998,PDB,False
2amv,BIN,8.795880017344075,2.30,1998,PDB,False
1a8t,061,5.795880017344075,2.55,1998,PDB,False
3pce,3HP,2.0,2.06,1998,PDB,False
2wec,PP5,3.958607314841775,1.50,1998,PDB,False
1a9m,U0E,6.924453038607469,2.30,1998,PDB,False
1hvh,Q82,7.958607314841775,1.80,1998,PDB,False
2qwd,4AM,4.853871964321762,2.00,1998,PDB,False
1b4d,CRA,4.806875401645538,2.00,1998,PDB,False
1hxw,RIT,10.823908740944319,1.80,1998,PDB,False
2qwb,SIA,2.7399286120149253,2.00,1998,PDB,False
2qwf,G20,5.665546248849069,1.90,1998,PDB,False
1bwa,XV6,8.602059991327963,1.90,1998,PDB,False
1mes,DMP,7.698970004336019,1.90,1998,PDB,False
5fiv,3TL,7.657577319177793,1.90,1998,PDB,False
1a7t,MES,1.6382721639824072,1.85,1998,PDB,False
1afk,PAP,6.619788758288394,1.70,1998,PDB,False
3pcc,PHB,3.619788758288394,1.98,1998,PDB,False
3jdw,ORN,3.596879478824182,2.40,1998,PDB,False
2hpa,PT3,4.6020599913279625,2.90,1998,PDB,False
2qwc,DAN,3.552841968657781,1.60,1998,PDB,False
1hfs,L04,8.698970004336019,1.70,1998,PDB,False
1ohr,1UN,8.698970004336019,2.10,1998,PDB,False
1a8i,GLS,5.522878745280337,1.78,1998,PDB,False
1bwb,146,8.42021640338319,1.80,1998,PDB,False
2prj,NBG,4.494850021680094,2.30,1998,PDB,False
1lox,RS7,5.522878745280337,2.40,1998,PDB,False
1b11,3TL,7.3872161432802645,1.90,1998,PDB,False
1bxq,PP8,7.376750709602099,1.41,1998,PDB,False
3pcb,3HB,2.3979400086720375,2.19,1998,PDB,False
1bq3,IHP,5.3979400086720375,2.70,1998,PDB,False
1a28,STR,8.292429823902063,1.80,1998,PDB,False
1afl,ATR,6.2839966563652006,1.70,1998,PDB,False
1axr,HTP,3.2676062401770314,2.30,1998,PDB,False
3pcg,4HP,2.3010299956639813,1.96,1998,PDB,False
1a69,FMB,5.301029995663981,2.10,1998,PDB,False
16pk,BIS,5.221848749616356,1.60,1998,PDB,False
1bq4,BHC,5.221848749616356,2.50,1998,PDB,False
2web,PP4,5.119186407719209,1.50,1998,PDB,False
6fiv,3TL,8.080921907623926,1.90,1998,PDB,False
1aw1,PGA,1.0506099933550872,2.70,1998,PDB,False
1stc,STU,8.096910013008056,2.30,1998,PDB,False
1a4g,ZMR,8.397940008672037,2.20,1999,PDB,False
1bl7,SB4,7.721246399047171,2.50,1999,PDB,False
1bmk,SB5,7.6020599913279625,2.40,1999,PDB,False
1qf5,RPL,7.366531544420414,2.00,1999,PDB,False
1bqm,HBY,7.346787486224656,3.10,1999,PDB,False
1a9u,SB2,7.318758762624412,2.50,1999,PDB,False
1db4,8IN,7.2441251443275085,2.20,1999,PDB,False
1db5,6IN,6.818156412055227,2.80,1999,PDB,False
1bl6,SB6,6.795880017344075,2.50,1999,PDB,False
1qti,GNT,6.443697499232713,2.50,1999,PDB,False
1vij,BAY,9.522878745280337,2.40,1999,PDB,False
1c3r,TSN,6.3979400086720375,2.00,1999,PDB,False
1bqn,HBY,6.221848749616356,3.30,1999,PDB,False
1qf4,RPD,6.1771783546968955,2.20,1999,PDB,False
1cj1,C78,8.795880017344075,3.00,1999,PDB,False
1a86,0ZB,3.9956786262173574,2.00,1999,PDB,False
1biw,S80,6.982966660701219,2.50,1999,PDB,False
5prc,ATZ,4.886056647693163,2.35,1999,PDB,False
2cbr,A80,6.853871964321762,2.80,1999,PDB,False
1cx9,NHP,6.749579997691106,2.30,1999,PDB,False
6prc,CEB,4.769551078621726,2.30,1999,PDB,False
1bqo,N25,7.735182176990463,2.30,1999,PDB,False
3erk,SB4,4.7447274948966935,2.10,1999,PDB,False
1qs4,100,5.638272163982407,2.10,1999,PDB,False
1b9v,RA2,3.6497519816658373,2.35,1999,PDB,False
1qpf,858,7.568636235841013,2.50,1999,PDB,False
4erk,OLO,4.568636235841013,2.20,1999,PDB,False
1qpl,587,8.508638306165727,2.90,1999,PDB,False
1a4q,DPC,5.443697499232713,1.90,1999,PDB,False
1a85,0DY,4.522878745280337,2.00,1999,PDB,False
1c50,CHI,6.476253533188435,2.30,1999,PDB,False
1bug,URS,4.366531544420414,2.70,1999,PDB,False
3znc,BZ1,7.343901797987168,2.80,1999,PDB,False
1c9d,HF1,6.30189945437661,2.30,1999,PDB,False
1eve,E20,8.244125144327509,2.50,1999,PDB,False
3cbs,R12,7.236572006437063,2.00,1999,PDB,False
7prc,CET,5.2076083105017466,2.65,1999,PDB,False
2cbs,R13,8.221848749616356,2.10,1999,PDB,False
1cw2,HSP,6.145693958198919,2.00,1999,PDB,False
1b9t,RAI,5.096910013008056,2.40,1999,PDB,False
1bnm,AL8,10.0,2.60,1999,PDB,False
1d3v,ABH,6.958607314841775,1.70,1999,PDB,False
1swr,BTN,6.920818753952375,1.90,1999,PDB,False
1a42,BZU,9.886056647693163,2.25,1999,PDB,False
1bn3,AL6,9.886056647693163,2.20,1999,PDB,False
1bnt,AL2,9.795880017344075,2.15,1999,PDB,False
1bkj,FMN,6.769551078621726,1.80,1999,PDB,False
5fwg,GPR,6.721246399047171,2.00,1999,PDB,False
2a2g,LEO,7.0,2.90,1999,PDB,False
1bnu,AL3,9.698970004336019,2.15,1999,PDB,False
1a4r,GNH,6.657577319177793,2.50,1999,PDB,False
2ay3,MPP,3.5528419686577806,2.40,1999,PDB,False
1bnq,AL4,9.494850021680094,2.40,1999,PDB,False
1rpj,ALL,6.481486060122113,1.80,1999,PDB,False
1ct8,TAA,6.522878745280337,2.20,1999,PDB,False
1bn1,AL5,9.337242168318426,2.10,1999,PDB,False
1bn4,AL9,9.309803919971486,2.10,1999,PDB,False
1d4p,BPP,6.301029995663981,2.07,1999,PDB,False
2ay6,3IB,3.1079053973095196,2.20,1999,PDB,False
1bnw,TPD,9.080921907623926,2.25,1999,PDB,False
2ay4,PPT,2.906578314837765,2.20,1999,PDB,False
2ans,2AN,5.920818753952375,2.50,1999,PDB,False
1ork,ATC,8.806875401645538,2.40,1999,PDB,False
1bnv,AL7,8.769551078621726,2.40,1999,PDB,False
1c12,TRZ,8.721246399047171,2.60,1999,PDB,False
2bow,P4P,4.0,2.80,1999,PDB,False
1fpp,FPP,8.0,2.75,1999,PDB,False
2ay2,CXP,1.8827287043442358,2.40,1999,PDB,False
3tmk,T5A,6.8696662315049934,2.00,1999,PDB,False
1bky,1MC,3.8416375079047502,2.00,1999,PDB,False
1bux,PPS,4.853871964321762,2.80,1999,PDB,False
1d2e,GDP,6.0,1.94,1999,PDB,False
2ay5,IOP,2.585026652029182,2.40,1999,PDB,False
1bgq,RDC,8.568636235841012,2.50,1999,PDB,False
3kiv,ACA,4.698970004336019,1.80,1999,PDB,False
1d7i,DSS,3.6020599913279625,1.90,1999,PDB,False
2pcp,1PC,8.698970004336019,2.20,1999,PDB,False
1yei,PGG,7.455931955649724,1.90,1999,PDB,False
1yej,PNF,7.455931955649724,1.85,1999,PDB,False
1bzy,IMU,8.337242168318426,2.00,1999,PDB,False
1b55,4IP,7.3979400086720375,2.40,1999,PDB,False
2ay7,CLT,2.3010299956639813,2.40,1999,PDB,False
2ay1,AHC,2.289036881004724,2.20,1999,PDB,False
1clu,DBG,8.267606240177031,1.70,1999,PDB,False
2ay8,4TB,2.2365720064370627,2.20,1999,PDB,False
1d7j,BUQ,3.3010299956639813,1.85,1999,PDB,False
2ay9,5PV,2.161150909262745,2.50,1999,PDB,False
1qk4,IMP,4.214670164989233,1.90,1999,PDB,False
1qk3,5GP,5.1487416512809245,1.65,1999,PDB,False
1qaw,TRP,5.1249387366083,2.50,1999,PDB,False
3mct,3MC,4.068033885271827,2.00,1999,PDB,False
3mag,3MA,4.0655015487564325,1.80,1999,PDB,False
1bwn,4IP,7.060480747381382,2.10,1999,PDB,False
1m6p,M6P,5.096910013008056,1.80,1999,PDB,False
1b42,M1A,4.009217308196862,2.20,1999,PDB,False
1d4y,TPV,11.096910013008056,1.97,1999,PDB,False
3erd,DES,9.899629454882437,2.03,1999,PDB,False
2std,CRP,9.853871964321762,2.10,1999,PDB,False
456c,CBP,9.769551078621726,2.40,1999,PDB,False
1ch8,GPX,7.0,2.50,1999,PDB,False
1oth,PAO,7.0,1.85,1999,PDB,False
3ert,OHT,9.603800652904264,1.90,1999,PDB,False
1bo5,FBP,3.6020599913279625,3.20,1999,PDB,False
1d4k,PI8,9.221848749616356,1.85,2000,PDB,False
1d9i,00P,9.10790539730952,2.30,2000,PDB,False
1ec9,XYH,3.0969100130080562,2.00,2000,PDB,False
1fq8,2Y4,6.026872146400302,2.80,2000,PDB,False
1f74,NAY,3.0457574905606752,1.60,2000,PDB,False
1ezq,RPR,9.045757490560675,2.20,2000,PDB,False
1eoc,4NC,6.045757490560675,2.25,2000,PDB,False
1ecq,DXG,3.0,2.00,2000,PDB,False
1c5s,ESX,6.0,1.36,2000,PDB,False
1f4e,TPR,2.958607314841775,1.90,2000,PDB,False
1d4l,PI9,8.769551078621726,1.75,2000,PDB,False
1b6k,PI5,8.744727494896694,1.85,2000,PDB,False
1f0t,PR1,6.0,1.80,2000,PDB,False
1dqn,IMU,8.0,1.75,2000,PDB,False
1e2k,TMC,4.943095148663527,1.70,2000,PDB,False
1d6w,00R,5.958607314841775,2.00,2000,PDB,False
1c4y,IH3,7.920818753952375,2.70,2000,PDB,False
1fq6,0QF,7.863279432843593,2.70,2000,PDB,False
1qbn,688,5.853871964321762,1.80,2000,PDB,False
1c83,OAI,4.853871964321762,1.80,2000,PDB,False
1ecv,878,4.853871964321762,1.95,2000,PDB,False
1qji,PKF,4.853871964321762,2.14,2000,PDB,False
1qb1,974,6.769551078621726,1.80,2000,PDB,False
1ek1,CIU,7.769551078621726,3.10,2000,PDB,False
1f0s,PR2,7.7447274948966935,2.10,2000,PDB,False
1qbo,711,7.7447274948966935,1.80,2000,PDB,False
1qaq,SFG,4.7447274948966935,2.80,2000,PDB,False
1ylv,SHF,2.6989700043360187,2.15,2000,PDB,False
1f57,DCY,5.638272163982407,1.75,2000,PDB,False
1hlf,GL4,5.638272163982407,2.26,2000,PDB,False
1ejn,AGB,5.619788758288394,1.80,2000,PDB,False
1c5n,ESI,4.698970004336019,1.50,2000,PDB,False
1c86,OPA,4.698970004336019,2.30,2000,PDB,False
1f0r,815,7.657577319177793,2.10,2000,PDB,False
1c85,OBA,4.638272163982407,2.72,2000,PDB,False
1f4f,TP3,4.619788758288394,2.00,2000,PDB,False
1c2t,NHS,6.585026652029182,2.10,2000,PDB,False
1d09,PAL,7.568636235841013,2.10,2000,PDB,False
1egh,PGA,5.698970004336019,2.00,2000,PDB,False
1ggn,GLS,5.508638306165727,2.36,2000,PDB,False
1fq7,2Y3,5.42712839779952,2.80,2000,PDB,False
1f4g,TP4,6.481486060122113,1.75,2000,PDB,False
1qan,SAH,4.481486060122113,2.40,2000,PDB,False
1fw0,KAI,5.432973633840939,1.90,2000,PDB,False
1qb9,806,7.443697499232712,1.80,2000,PDB,False
1fq4,2Y2,6.400116927926312,2.70,2000,PDB,False
1fq5,0GM,8.397940008672037,2.40,2000,PDB,False
1f73,HMN,2.3872161432802645,1.95,2000,PDB,False
1ql9,ZEN,5.351639989019068,2.30,2000,PDB,False
1dy4,SNP,4.356547323513813,1.90,2000,PDB,False
1b6m,PI6,8.397940008672037,1.85,2000,PDB,False
1c88,OTA,5.292429823902063,1.80,2000,PDB,False
1ero,BJP,8.229147988357855,2.10,2000,PDB,False
1b74,DGN,1.3010299956639813,2.30,2000,PDB,False
1qm4,AMB,4.301029995663981,2.66,2000,PDB,False
1e2l,TMC,4.288192770958809,2.40,2000,PDB,False
1b6l,PI4,8.301029995663981,1.75,2000,PDB,False
1ek2,CDU,8.200659450546418,3.00,2000,PDB,False
1ft7,PLU,5.180456064458132,2.20,2000,PDB,False
1c5y,ESP,4.200659450546418,1.65,2000,PDB,False
1c87,OPA,4.200659450546418,2.10,2000,PDB,False
1f0u,RPR,7.161150909262744,1.90,2000,PDB,False
1bsk,MLN,4.119186407719209,3.00,2000,PDB,False
1gfy,COL,5.079876673709276,2.13,2000,PDB,False
1enu,APZ,5.080921907623926,1.95,2000,PDB,False
1qq9,MET,2.0604807473813813,1.53,2000,PDB,False
1eix,BMQ,11.05551732784983,2.50,2000,PDB,False
1dgm,ADN,5.050609993355088,1.80,2000,PDB,False
1c5t,ESP,4.096910013008056,1.37,2000,PDB,False
1qb6,623,6.060480747381382,1.80,2000,PDB,False
8a3h,IDC,4.055517327849832,0.97,2000,PDB,False
1c84,761,5.00436480540245,2.35,2000,PDB,False
1ci7,CB3,7.045757490560675,2.60,2000,PDB,False
1dqx,BMP,11.045757490560675,2.40,2000,PDB,False
1jlq,SBN,8.154901959985743,3.00,2001,PDB,False
1hvy,D16,6.537602002101044,1.90,2001,PDB,False
1jik,545,9.698970004336019,2.80,2001,PDB,False
1fo3,KIF,6.698970004336019,1.75,2001,PDB,False
1jq3,AAT,6.698970004336019,1.80,2001,PDB,False
1i7c,MGB,6.3979400086720375,2.40,2001,PDB,False
1i91,INQ,8.939302159646388,2.00,2001,PDB,False
1i8z,INL,8.896196279044043,1.93,2001,PDB,False
1i90,INM,8.892790030352131,2.00,2001,PDB,False
1jj9,BBT,5.769551078621726,2.00,2001,PDB,False
1iep,STI,7.0,2.10,2001,PDB,False
1fvv,107,8.0,2.80,2001,PDB,False
1g2a,BB2,8.0,1.75,2001,PDB,False
1k1p,MEL,7.924453038607469,1.90,2001,PDB,False
1g49,111,7.795880017344075,1.90,2001,PDB,False
1h5u,CHI,6.749579997691106,1.76,2001,PDB,False
1jii,383,9.0,3.20,2001,PDB,False
1f0q,EMO,6.0,2.63,2001,PDB,False
1g4k,HQQ,5.698970004336019,2.00,2001,PDB,False
1ikw,EFZ,8.602059991327963,3.00,2001,PDB,False
1cs4,101,5.568636235841013,2.50,2001,PDB,False
1fo2,DMJ,4.698970004336019,2.38,2001,PDB,False
1i32,NMD,5.698970004336019,2.60,2001,PDB,False
1g05,BBH,8.508638306165727,2.45,2001,PDB,False
1jje,BYS,8.431798275933005,1.80,2001,PDB,False
1e9h,INR,7.455931955649724,2.50,2001,PDB,False
1jij,629,8.522878745280337,3.20,2001,PDB,False
1jk7,OKA,8.522878745280337,1.90,2001,PDB,False
1hs6,BES,5.376750709602099,1.95,2001,PDB,False
1g5s,I17,7.318758762624412,2.61,2001,PDB,False
1jil,485,8.397940008672037,2.20,2001,PDB,False
1iky,MSD,8.259637310505756,3.00,2001,PDB,False
1ikv,EFZ,6.2839966563652006,3.00,2001,PDB,False
1fvt,106,7.221848749616356,2.20,2001,PDB,False
1ikx,PNU,8.154901959985743,2.80,2001,PDB,False
1i33,TND,4.1249387366083,3.00,2001,PDB,False
1g27,BB1,8.154901959985743,2.10,2001,PDB,False
1jjt,BDS,8.045757490560675,1.80,2001,PDB,False
1ie9,VDX,10.187086643357144,1.40,2001,PDB,False
1hn4,MJI,3.8239087409443187,1.50,2001,PDB,False
1i80,9HX,6.4089353929735005,2.00,2001,PDB,False
1ex8,A4P,6.327902142064283,1.85,2001,PDB,False
1g7v,PAI,6.3979400086720375,2.40,2001,PDB,False
1i7z,COC,6.3979400086720375,2.30,2001,PDB,False
1hiy,3AN,3.0809219076239263,2.60,2001,PDB,False
1e3g,R18,9.00436480540245,2.40,2001,PDB,False
1hn2,ANC,6.0,1.80,2001,PDB,False
1h8s,AIC,5.812479279163537,2.40,2001,PDB,False
1k1l,FD3,6.903089986991944,2.50,2001,PDB,False
1h61,PDN,4.886056647693163,1.40,2001,PDB,False
1k1n,CCR,6.815308569182402,2.00,2001,PDB,False
1h62,ANB,4.769551078621726,1.90,2001,PDB,False
1k03,HBA,6.0,2.70,2001,PDB,False
1hq5,S2C,5.653647025549361,2.30,2001,PDB,False
1i9n,IOA,8.657577319177793,1.86,2001,PDB,False
1ha2,SWF,5.537602002101044,2.50,2001,PDB,False
1h60,STR,4.698970004336019,1.60,2001,PDB,False
1if8,SBS,9.638272163982407,1.94,2001,PDB,False
1ii5,GLU,6.619788758288394,1.60,2001,PDB,False
1joc,ITP,4.619788758288394,2.20,2001,PDB,False
1k1i,FD1,6.578396073130169,2.20,2001,PDB,False
1k1j,FD2,7.552841968657781,2.20,2001,PDB,False
1jgl,EST,8.698970004336019,2.15,2001,PDB,False
1i9l,INV,8.481486060122112,1.93,2001,PDB,False
1i9m,INW,8.481486060122112,1.84,2001,PDB,False
1i9o,IOC,8.42021640338319,1.86,2001,PDB,False
1h9z,RWF,5.42021640338319,2.50,2001,PDB,False
1i9p,IOE,8.4089353929735,1.92,2001,PDB,False
1i9q,IOF,8.4089353929735,1.80,2001,PDB,False
1imx,CPQ,3.5228787452803374,1.82,2001,PDB,False
1if7,SBR,10.522878745280337,1.98,2001,PDB,False
1ewj,BLM,7.494850021680094,2.50,2001,PDB,False
1fl6,AAH,7.431798275933005,2.80,2001,PDB,False
1ikt,OXN,3.3979400086720375,1.75,2001,PDB,False
1k1m,FD4,7.3979400086720375,2.20,2001,PDB,False
1ilh,SRL,7.3872161432802645,2.76,2001,PDB,False
1e3v,DXC,4.33970383972927,2.00,2001,PDB,False
1fe3,OLA,7.330683119433888,2.80,2001,PDB,False
1h6h,PIB,5.301029995663981,1.70,2001,PDB,False
1fdq,HXA,7.272458742971444,2.10,2001,PDB,False
1g6s,S3P,5.154901959985743,1.50,2001,PDB,False
1i1e,DM2,5.026872146400302,2.50,2001,PDB,False
1j4r,001,7.721246399047171,1.80,2001,PDB,False
1f8c,4AM,7.3979400086720375,1.70,2001,PDB,False
1e66,HUX,9.886056647693163,2.10,2001,PDB,False
1g7g,INX,6.6020599913279625,2.20,2001,PDB,False
