[protein],[ligand],[-log k],[resolution],[year],[origin],[covalent_bond],complex_id,smiles
5j2x,6DL,7.744727494896693,1.22,2017,PDB,False,5j2x_6DL,c1ccc(c(c1)N2C(=NNC2=O)c3cc(c(cc3O)O)Br)F
5kzq,6YS,8.275724130399212,2.8,2016,PDB,False,5kzq_6YS,c1cc(c(cc1SC[C@@H]2[C@H]([C@H]3[C@@H]([C@H]3[C@@]2(C(=O)O)N)C(=O)O)O)F)F
5jf2,SF7,7.886056647693163,2.0,2016,PDB,False,5jf2_SF7,CCCC[C@H](CC(=O)NO)c1nc(no1)Cc2ccc(cc2)F
5sxn,74U,4.958607314841775,2.1,2016,PDB,False,5sxn_74U,c1ccc(cc1)c2nc3ccccc3c(n2)NCc4ccco4
1wcq,DAN,6.259637310505756,2.1,2005,PDB,False,1wcq_DAN,CC(=O)N[C@@H]1[C@H](C=C(O[C@H]1[C@@H]([C@@H](CO)O)O)C(=O)O)O
6awp,FVX,7.161150909262744,3.8,2017,PDB,False,6awp_FVX,COCCCC/C(=N\OCCN)/c1ccc(cc1)C(F)(F)F
4j3i,1K0,5.7447274948966935,1.24,2014,PDB,False,4j3i_1K0,Cc1cc(cc(c1OCCO)C)C2=Nc3cc(cc(c3C(=O)N2)OC)OC
1o2h,CR3,7.167491087293763,1.77,2003,PDB,False,1o2h_CR3,c1cc(c(c(c1)OC2CCCC2)[O-])c3cc4cc(ccc4[nH]3)C(=[NH2+])N
4isi,1GG,8.136677139879543,1.94,2013,PDB,False,4isi_1GG,[H]/N=C(/c1ccc(cc1)CNC(=O)C2CC(C3=C(N=C(C(=O)N23)NC4CCC4)Cl)(CC)CC)\N
2a2g,LEO,7.0,2.9,1999,PDB,False,2a2g_LEO,CC(=C)[C@@H]1CC[C@]2([C@@H](C1)O2)C
4qnb,1B0,6.585026652029182,2.0,2014,PDB,False,4qnb_1B0,Cc1c(c2ccccc2[nH]1)CC(=O)N[C@@H](Cc3ccccc3)C(=O)N(C)c4ccccc4
4djq,M86,10.318758762624412,1.4,2012,PDB,False,4djq_M86,CC[C@H](C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)OCCN2CCNC2=O)O)S(=O)(=O)c3ccc(cc3)OC
3l79,DKX,2.4609239012072237,1.86,2010,PDB,False,3l79_DKX,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)F)O
5eth,5RT,7.251811972993799,2.8,2016,PDB,False,5eth_5RT,Cn1ccc2c1cccc2S(=O)(=O)N(CC(F)(F)F)c3ccc4c(c3)CCCN4C(=O)c5cccs5
6eo9,2OJ,6.795880017344075,1.84,2017,PDB,False,6eo9_2OJ,CC(C)N1CCC(CC1)C(=O)Nc2c(cccc2OCc3cc(on3)c4ccc(s4)Cl)OCCCO[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C
3v51,I76,8.55284196865778,1.95,2012,PDB,False,3v51_I76,CC(C)n1c2c(c(n1)c3ccc4cc(ccc4c3)OCc5cccc(c5)Cl)c(ncn2)N
6o0h,LBG,8.154901959985743,3.67,2019,PDB,False,6o0h_LBG,COC(=O)c1cc(c(c(c1)Cl)O)S(=O)(=O)Nc2cc(c(cc2F)F)c3ccccc3
1h3b,R46,6.85078088734462,2.8,2003,PDB,False,1h3b_R46,C[N@@](CCCCCCOc1ccc(cc1)c2c3ccc(cc3sn2)Br)CC=C
6d4u,FWP,5.703334809738469,1.7,2019,PDB,False,6d4u_FWP,COc1ccc(c(c1)OC)CC(=O)N2CCN(CC2)S(=O)(=O)c3cccc4c3ccnc4
6das,G2D,8.306273051076353,1.8,2018,PDB,False,6das_G2D,Cc1ccc(cc1OC)C(=O)N[C@@H]2CCc3c2cc(cc3)c4cn5c(n4)CCC5
5xqx,8CC,6.3872161432802645,2.3,2017,PDB,False,5xqx_8CC,CNC(=O)c1cc(c[nH]1)c2ccncc2
4q9o,2ZW,5.769551078621726,2.2,2014,PDB,False,4q9o_2ZW,Cc1c(c(no1)c2ccccc2Cl)C(=O)Nc3ccc(cc3)C(C)C
4d0w,VVQ,7.698970004336019,1.77,2014,PDB,False,4d0w_VVQ,Cc1ccc(cc1c2c(cc([nH]2)c3ccnc(n3)N)C(=O)N)Cl
1nhw,TCC,4.844663962534939,2.35,2003,PDB,False,1nhw_TCC,c1ccc(c(c1)Nc2ccc(cc2Cl)Cl)O
1ui0,URA,7.055517327849832,1.5,2003,PDB,False,1ui0_URA,C1=CNC(=O)NC1=O
1toj,HCI,3.3872161432802645,1.9,2004,PDB,False,1toj_HCI,c1ccc(cc1)CCC(=O)O
4y4j,LNR,2.468521082957745,1.03,2016,PDB,False,4y4j_LNR,c1cc(c(cc1[C@H](CN)O)O)O
4a16,H34,9.366531544420411,2.65,2012,PDB,False,4a16_H34,c1cc2c(cc1Cl)nc3c(c2N)[C@H]4C[C@@H](C3)C=C(C4)CCCCn5cc(nn5)CO
5orx,A6H,3.511449283499556,1.88,2017,PDB,False,5orx_A6H,c1cc(c(c(c1)Cl)Oc2ccc(cn2)N)Cl
3u7k,MDB,7.071092309756048,1.9,2012,PDB,False,3u7k_MDB,CC(C)(C)[C@@H](C(=O)N(CC1CCCC1)CC(=O)NO)NC(=O)Nc2ccccc2OC
1x8b,824,7.013228265733755,1.81,2005,PDB,False,1x8b_824,c1ccc(cc1)c2cc3c(c4cc(ccc4[nH]3)O)c5c2C(=O)NC5=O
4x7o,3Z6,8.698970004336019,2.65,2015,PDB,False,4x7o_3Z6,Cc1nc(c2c(cn(c2n1)C)c3ccc4c(c3)CCN4C(=O)Cc5cc(cc(c5)F)C(F)(F)F)N
1xow,R18,9.2839966563652,1.8,2004,PDB,False,1xow_R18,C[C@@]1(CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C)O
3eq8,X98,9.05551732784983,2.73,2009,PDB,False,3eq8_X98,c1ccc(cc1)C2=Nc3ccccc3N(C2=O)CCC(=O)N4CCC[C@H]4C(=O)N5CCCC5
3nzs,NZS,7.1249387366083,2.75,2010,PDB,False,3nzs_NZS,Cn1c2c(cn1)c(nc(n2)N3CCS(=O)(=O)CC3)Nc4cccc(c4)OC
6nw3,L4J,7.655607726314889,2.35,2019,PDB,False,6nw3_L4J,CCCC[C@@H](C(=O)NCC(C)C)NC[C@@H]1Cc2cccc(c2)CCCCc3cc(cc(c3)N(CCC)S(=O)(=O)C)C(=O)N1
2cgw,3C3,4.761953896871205,2.2,2006,PDB,False,2cgw_3C3,CCCn1c(nc(n1)C2=C(NON2)N)C3=C(NON3)N
3rcj,3RC,6.096910013008056,1.7,2011,PDB,False,3rcj_3RC,c1ccc(cc1)Cn2cc(nn2)c3c[nH]c4c3cccn4
3f3t,1AU,4.585026652029182,2.5,2009,PDB,False,3f3t_1AU,CC(C)(C)c1cc(n(n1)c2cccc(c2)N)NC(=O)Nc3cccc4c3cccc4
5mgk,7MW,4.0,2.3,2017,PDB,False,5mgk_7MW,CCC(=O)c1cc([nH]c1)C(=O)OC
5he7,60X,8.301029995663981,1.71,2016,PDB,False,5he7_60X,[H]/N=C/1\N[C@]2(CN(C[C@H]2C(=O)N1C)c3nc(c(c(n3)OC)F)C)c4ccc(cc4F)F
2ye9,2D4,6.221848749616356,2.2,2011,PDB,False,2ye9_2D4,c1ccc2c(c1)ccc(c2c3cc(ccc3O)NS(=O)(=O)c4cccs4)O
1dwd,MID,8.18045606445813,3.0,1994,PDB,False,1dwd_MID,[H]/N=C(/c1ccc(cc1)C[C@H](C(=O)N2CCCCC2)NC(=O)CNS(=O)(=O)c3ccc4ccccc4c3)\N
4ehz,JAK,8.0,2.17,2012,PDB,False,4ehz_JAK,Cc1nc2cnc3c(c2n1C4CCNCC4)cc[nH]3
4zs3,A4F,5.183758700008217,2.45,2015,PDB,False,4zs3_A4F,c1cc(c(cc1N)C(=O)O)C2=C3C=CC(=O)C=C3Oc4c2ccc(c4)O
5hn9,04W,4.301029995663981,2.12,2016,PDB,False,5hn9_04W,CCCCCCCCCCOc1cccc(c1)COc2ccc(cc2C(=O)O)[N+](=O)[O-]
4o72,2R4,6.0,1.4,2014,PDB,False,4o72_2R4,c1ccc2c(c1)c3cccc(c3s2)c4cccc5c4OC(=CC5=O)N6CCOCC6
3ms4,21N,3.280420142286277,2.07,2011,PDB,False,3ms4_21N,c1cc(ccc1/C=N/NC(=S)N[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(F)(F)F
4pee,2OX,8.318758762624412,1.95,2014,PDB,False,4pee_2OX,C[C@H]1[C@H]([C@H]([C@@H](N1)c2cn(nn2)c3ccccc3)O)O
1r9l,BET,5.3979400086720375,1.59,2004,PDB,False,1r9l_BET,C[N+](C)(C)CC(=O)O
5g5v,8Z4,6.701146923590294,1.8,2018,PDB,False,5g5v_8Z4,CC(C)N1C(=O)[C@@H]2CC=CC[C@@H]2C(=N1)c3ccc(c(c3)c4ccc(cc4)C(=O)N5CC[C@H](C5)O)OC
2ra6,ETY,4.522878745280337,1.5,2007,PDB,False,2ra6_ETY,CCc1ccc(cc1)O
1uwb,TBO,8.337242168318426,3.2,1997,PDB,False,1uwb_TBO,C[C@H]1CN2c3c(ccc(c3C[N@]1CC=C(C)C)Cl)NC2=S
1kz8,PFE,6.080921907623926,2.0,2002,PDB,False,1kz8_PFE,CCOc1cc2c(cc1OCC)ncnc2Nc3cccc(c3)c4csc(n4)CO
3ti3,LNV,8.73754891026957,1.8,2011,PDB,False,3ti3_LNV,[H]/N=C(\N)/N[C@H]1C=C(O[C@H]([C@@H]1NC(=O)C)[C@@H]([C@@H](CO)O)OC)C(=O)O
6mln,ARG,7.5376020021010435,1.72,2019,PDB,False,6mln_ARG,C(C[C@@H](C(=O)O)N)CNC(=[NH2+])N
2g5p,ADF,8.42021640338319,2.4,2006,PDB,True,2g5p_ADF,CC(C)(C)c1cc(ccc1OC[C@H]2CC[C@H](N2)C(=O)N3CCC[C@H]3CN)C(=O)O
6h9b,FWH,5.698970004336019,2.75,2018,PDB,False,6h9b_FWH,Cc1cc(c2ccccc2n1)C(=C)c3ccc4c(c3)c5ccccc5n4C
5hl9,AIX,4.657577319177793,2.7,2016,PDB,True,5hl9_AIX,CC1([C@@H](N[C@H](S1)[C@@H](C=O)NC(=O)[C@@H](c2ccccc2)N)C(=O)O)C
5yls,Y50,5.289882634888183,3.0,2018,PDB,False,5yls_Y50,CC1(C=Cc2c(ccc(c2O1)C(=O)/C=C/c3ccc(c(c3)N)OC)OC)C
4do3,0LA,4.102372908709558,2.25,2013,PDB,False,4do3_0LA,C[C@@H](c1ccc2c3cc(ccc3[nH]c2c1)Cl)C(=O)O
3zc5,W9Z,7.130768280269024,2.2,2013,PDB,False,3zc5_W9Z,C[C@@H](c1ccc2c(c1)cccn2)c3nnc4n3nc(cc4)c5cnn(c5)C
3ecn,IBM,3.156144577376839,2.1,2008,PDB,False,3ecn_IBM,CC(C)CN1c2c(nc[nH]2)C(=O)N(C1=O)C
4j1k,1HG,7.886056647693163,2.18,2013,PDB,False,4j1k_1HG,C[C@]1([C@H]([C@H](OC(=N1)N)C(F)(F)F)F)c2cc(ccc2F)NC(=O)c3ccc(cn3)C#N
4dt2,0LV,4.366531544420414,2.7,2012,PDB,False,4dt2_0LV,CC1(Cc2cccc(c2O1)CO)C
2qzl,IXS,8.096910013008056,1.8,2008,PDB,False,2qzl_IXS,CC(C)CNC(=O)[C@H](C)NC[C@H](Cc1ccccc1)NC(=O)c2cc(cc(c2)N(C)S(=O)(=O)C)C(=O)N[C@H](C)c3ccc(cc3)F
6eds,J22,8.769551078621726,3.18,2019,PDB,False,6eds_J22,Cc1cccc(c1C)c2ccc(cc2)[C@H]3[C@@H]4CN(CCCCN4[C@@H]3CO)S(=O)(=O)c5nccn5C
4ucd,M81,4.0,2.66,2015,PDB,False,4ucd_M81,c1ccc(c(c1)Cn2c(cc(n2)C(=O)O)C(=O)O)Cl
6q9u,HRE,5.886056647693163,2.4,2019,PDB,False,6q9u_HRE,CC(C)c1c2c(nn1c3cnc(nc3OC)N(C)C)C(=O)N([C@H]2c4ccc(cc4)C#N)C5=CC(=CNC5=O)Cl
4rrs,3UY,6.6777807052660805,1.8,2014,PDB,False,4rrs_3UY,C[C@@]12CCCO[C@H]1[C@]3(COC(=N3)N)c4cc(ccc4O2)c5cccnc5F
3qxv,MTX,8.397940008672037,2.5,2011,PDB,False,3qxv_MTX,CN(Cc1cnc2c(n1)c(nc(n2)N)N)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
5n7v,8PT,8.769551078621726,2.52,2017,PDB,False,5n7v_8PT,Cc1cc(ccc1Nc2nc3c(c(n2)NC4CCCCC4)[nH]cn3)N5CCOCC5
2qk8,MTX,7.913640169325252,2.4,2007,PDB,False,2qk8_MTX,CN(Cc1cnc2c(n1)c(nc(n2)N)N)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
4v24,GYR,8.366531544420413,1.8,2014,PDB,False,4v24_GYR,Cc1cc(cc(c1)OCc2ccc(cc2)CN3CCC[C@@H]3CO)CS(=O)(=O)c4ccccc4
3nzc,D2O,7.017728766960431,2.0,2010,PDB,False,3nzc_D2O,Cc1c(cnc2c1c(nc(n2)N)N)Cc3cc(ccc3OC)OCCc4ccccc4
2ria,289,2.5686362358410126,1.8,2008,PDB,False,2ria_289,C([C@H]([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O)O)O)O)O)O
1rsd,PSB,6.522878745280337,2.5,2004,PDB,False,1rsd_PSB,c1ccc(c(c1)CNC(=O)c2cccc(c2)n3nc4c(n3)nc(nc4O)N)Sc5ccccc5CO
6dvl,HBG,7.958607314841775,2.1,2018,PDB,False,6dvl_HBG,Cc1cc(cc(c1)C(=O)N(Cc2ccc(cc2)C(=O)NO)CC(=O)NC3CCCCC3)C
4r5w,XAV,7.130181792020672,2.84,2015,PDB,False,4r5w_XAV,c1cc(ccc1c2nc3c(c(n2)O)CSCC3)C(F)(F)F
6guf,23D,6.649751981665837,2.65,2018,PDB,False,6guf_23D,CCn1cnc2c1nc(nc2Nc3cccc(c3)Cl)N[C@@H]4CCCC[C@H]4N
2f18,GB1,4.096910013008056,1.3,2006,PDB,False,2f18_GB1,c1ccc(cc1)[C@H](CO)NC[C@@H]2[C@H]([C@H](CN2)O)O
5a5q,6XC,4.6777807052660805,1.97,2015,PDB,False,5a5q_6XC,CC1=Cc2ccnc(c2NC1=O)NC3CCNCC3
6gvx,TAK,7.619788758288394,2.24,2019,PDB,False,6gvx_TAK,c1cc(ccc1c2cnc3c(cnn3c2)c4ccncc4)OCCN5CCCCC5
2p33,J07,7.244125144327507,2.4,2007,PDB,False,2p33_J07,CCNC(=O)N1CCC(CC1)Nc2ncc(c(n2)c3c[nH]c4c3cccc4)Cl
1ahy,MAE,3.356547323513813,2.3,1995,PDB,False,1ahy_MAE,C(=C/C(=O)O)/C(=O)O
2wyi,SWA,4.7447274948966935,2.6,2010,PDB,False,2wyi_SWA,C1C[C@H]([C@@H]2[C@@H]([C@@H](C[N@]2C1)O)O)O
2ewy,DBO,6.154901959985743,3.1,2006,PDB,False,2ewy_DBO,Cc1cccc(c1)CNC[C@H]([C@H](Cc2ccccc2)NC(=O)C3=Cc4ccccc4Oc5c3cccc5)O
2epn,NGT,7.221848749616356,1.61,2008,PDB,False,2epn_NGT,CC1=N[C@@H]2[C@H]([C@@H]([C@H](O[C@@H]2S1)CO)O)O
5igm,BMF,7.379863945026242,1.6,2016,PDB,False,5igm_BMF,CCOC(=O)Nc1cc(nn2c1nnc2C)c3ccc(c(c3)NS(=O)(=O)C)C
5nkh,8ZQ,7.585026652029182,1.29,2017,PDB,False,5nkh_8ZQ,Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cc(cc(c3)C(=O)NC4CCNCC4)c5ccccc5N)Cl
5qa9,QKU,3.638272163982407,1.9,2018,PDB,False,5qa9_QKU,c1cc(cc(c1)c2cccc(c2)C(=O)O)CO
5zcu,PYV,5.665546248849069,2.41,2019,PDB,False,5zcu_PYV,c1ccc2c(c1)c(ccc2Br)S(=O)(=O)NCc3ccccn3
3qtw,X3A,6.187086643357144,1.85,2012,PDB,False,3qtw_X3A,c1ccc(cc1)Nc2nc(c(s2)C(=O)c3cccnc3)N
6rln,K8K,8.200659450546418,2.87,2019,PDB,False,6rln_K8K,c1ccc(cc1)Cc2nc([nH]n2)C(=O)N[C@H]3CCc4cc(cc(c4NC3=O)F)F
1pr1,FMB,5.301029995663981,2.3,2003,PDB,False,1pr1_FMB,C1=Nc2c(n[nH]c2C(=O)N1)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O
5fdc,5WN,7.458420756053419,1.75,2016,PDB,False,5fdc_5WN,c1ccc2c(c1)c(cs2)CNS(=O)(=O)N
5wg4,AFV,7.0,2.31,2017,PDB,False,5wg4_AFV,c1ccnc(c1)CNC(=O)c2cc(ccc2F)[C@@H]3CCNC[C@H]3COc4ccc5c(c4)cn[nH]5
4el9,AFE,5.359518563029578,1.55,2012,PDB,False,4el9_AFE,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(Oc3cc(cc(c3C2=O)O)O)c4ccc(cc4)O)O)O)O
6ufn,Q6M,5.638272163982407,2.7,2019,PDB,False,6ufn_Q6M,CC(CCCCCNCCCN)(O)O
5iez,6AL,7.638272163982407,2.6,2017,PDB,False,5iez_6AL,Cc1cc(cc(c1Cl)C)OCCCc2c3ccc(c(c3[nH]c2C(=O)Nc4cccc(c4)C(=O)O)c5c(nn(c5C)C)C)Cl
2xxy,KAI,7.889410289700751,3.0,2011,PDB,False,2xxy_KAI,CC(=C)[C@H]1CN[C@@H]([C@H]1CC(=O)O)C(=O)O
2wa4,069,4.7447274948966935,2.5,2010,PDB,False,2wa4_069,c1cc(cc(c1)O)C(=O)NO
5lck,6TT,8.096910013008056,1.89,2016,PDB,True,5lck_6TT,CCC(=O)Nc1ccccc1Nc2c(cnc(n2)Nc3cc(cnc3)OC)C(F)(F)F
4bbe,3O4,8.443697499232712,1.9,2012,PDB,False,4bbe_3O4,CC(=O)Nc1ccc(cc1)c2ccnc(n2)Nc3ccc(cc3)N4CCOCC4
5msb,V13,7.455931955649724,1.3,2018,PDB,False,5msb_V13,C(CS(=O)(=O)c1c(c(c(c(c1F)F)S(=O)(=O)N)F)F)O
5axp,4LK,9.0268721464003,1.95,2015,PDB,False,5axp_4LK,COC1=CN(N=C(C1=O)c2ccnn2c3ccccc3)c4ccc(cc4F)N5CCOC5=O
2qe5,617,5.785156151952302,2.6,2007,PDB,False,2qe5_617,c1ccc(c(c1)C(=O)O)NC(=O)COc2ccc(cc2)Cl
5hg5,633,8.698970004336019,1.52,2016,PDB,True,5hg5_633,CCC(=O)Nc1cccc(c1)Oc2c3cc[nH]c3nc(n2)Nc4ccc(cc4)N5CCN(CC5)C
2bro,DF2,5.853871964321762,2.2,2005,PDB,False,2bro_DF2,c1ccc(cc1)c2c3c([nH]c2c4ccccc4)ncnc3NC[C@H](CO)O
2jfh,LK1,3.0604807473813813,1.97,2007,PDB,False,2jfh_LK1,CCCCOc1ccc2cc(ccc2c1)S(=O)(=O)N[C@@H](CCC(=O)O)C(=O)O
6nad,KHY,9.30102999566398,2.9,2019,PDB,False,6nad_KHY,Cc1ncc(n1C)[C@](c2ccc3c(c2)c(c(c(n3)OC)CN4CCC(CC4)C(F)(F)F)Cl)(c5ccnc(c5)C(F)(F)F)O
4wx7,3VJ,7.397940008672037,2.4,2015,PDB,True,4wx7_3VJ,[H]/N=C\CNC(=O)CNC(=O)c1ccc(c(c1)C(=O)C(C)(C)c2cc(cc(c2)Cl)Cl)OC
2q70,DC8,8.080921907623926,1.95,2007,PDB,False,2q70_DC8,c1cc(ccc1[C@H]2[C@H]3CC(C[C@H]3c4cc(ccc4O2)O)(F)F)O
3ekp,478,8.886056647693163,2.15,2009,PDB,False,3ekp_478,CC(C)C[N@](C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CCOC2)O)S(=O)(=O)c3ccc(cc3)N
4yll,4E3,6.920818753952375,1.4,2015,PDB,False,4yll_4E3,c1cc2c3c(c4cc(ccc4nc3C(=O)O)I)[nH]c2c(c1)Br
4ydn,2WN,8.638272163982407,1.35,2015,PDB,False,4ydn_2WN,c1cc(ccc1c2nnc(o2)c3cc(c(c(c3)Cl)O)Cl)OS(=O)(=O)F
1yhs,STU,8.0,2.15,2005,PDB,False,1yhs_STU,C[C@@]12[C@@H]([C@@H](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)NC8)NC)OC
5q1g,9NM,3.580044251510242,2.0,2017,PDB,False,5q1g_9NM,c1cc(ccc1/C=C/C(=O)N(C2CCCCC2)C(=O)NC3CCCCC3)F
1eld,0Z0,6.698970004336019,2.0,1995,PDB,False,1eld_0Z0,C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)C(F)(F)F)C(=O)Nc2ccc(cc2)C(F)(F)F
6ft3,E5T,6.423658649794207,1.28,2018,PDB,False,6ft3_E5T,Cc1c(c(on1)C)c2cc(cc(c2)O)[C@@H](C3CC3)O
4ufy,M3W,8.154901959985743,1.7,2016,PDB,False,4ufy_M3W,Cc1ccc(cc1)C2=Nc3c(cccc3C(=O)N2)C
4qw7,3BV,6.283162276700476,2.7,2015,PDB,True,4qw7_3BV,C[C@H](CO)[C@@H]([C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCc2ccccc2)NC(=O)CN3CCOCC3)O
4uhg,SZ5,6.267606240177032,1.7,2016,PDB,False,4uhg_SZ5,Cc1ccc(cc1)C2=Nc3ccccc3C(=O)N2
3vsx,R32,8.853871964321762,2.8,2012,PDB,False,3vsx_R32,CC(C)[C@H](C[C@@H]([C@H](CN1CC(=O)N(CC1(C)C)c2ccccc2Cl)N)O)C(=O)NCC(C)(C)C(=O)N
4ufi,AGK,6.200659450546418,2.4,2015,PDB,False,4ufi_AGK,C1[C@H]([C@H]([C@H](NN1)CO)O)O
2ze1,411,6.221848749616356,2.2,2008,PDB,False,2ze1_411,[H]/N=C(\N)/NC(=O)Cn1c(ccc1c2ccc(cc2)NC(=O)c3cccc(c3)Br)c4ccccc4
5ehp,5OA,4.920818753952375,1.85,2016,PDB,False,5ehp_5OA,C[C@@H]1CN(C[C@@H](N1)C)c2ncc(c(n2)N)c3cccc(c3Cl)Cl
4cae,3F3,7.744727494896693,1.46,2014,PDB,False,4cae_3F3,COc1cccc(c1)Cc2nnc(o2)c3c(c4ccccc4s3)OC5CCNCC5
3r02,UNM,9.0,1.95,2011,PDB,False,3r02_UNM,c1c2cc(oc2c(cc1Br)NC3CCC(CC3)N)C(=O)O
3lk0,Z80,3.156829535480102,2.04,2010,PDB,False,3lk0_Z80,CN(C)CCCN1c2ccccc2Sc3c1cc(cc3)Cl
4ufz,IA7,6.309803919971486,2.33,2015,PDB,False,4ufz_IA7,CC(C)(C)c1nc(c2c(c(c(nc2n1)N)C#N)N)c3nccs3
5diu,5BG,7.366531544420414,1.3,2016,PDB,False,5diu_5BG,COc1ccc(cc1OC)CC[C@H](c2cccc(c2)OCC(=O)O)NC(=O)[C@@H]3CCCCN3C(=O)[C@H](c4cc(c(c(c4)OC)OC)OC)C5CCCCC5
1n94,TIN,8.958607314841775,3.5,2003,PDB,False,1n94_TIN,CCCC[N@@](CCC1CCCCC1)Cc2ccc(c(c2)c3ccccc3C)C(=O)N[C@@H](CCSC)C(=O)O
1gi7,120,4.508638306165727,1.79,2002,PDB,False,1gi7_120,c1cc2c(cc1C(=[NH2+])N)nc([nH]2)C3=CC=CNC3=O
5du8,5FK,5.721246399047171,2.23,2016,PDB,False,5du8_5FK,CCc1ccc(cc1)[C@H]2C[C@H](n3c(c(cn3)C(=O)NCc4ccc(cn4)F)N2)C(F)(F)F
4mc1,526,7.853871964321762,1.39,2014,PDB,False,4mc1_526,CC(C)(C)[C@@H]1Cc2cc(ccc2S(=O)(=O)N(C1)C[C@H]([C@H](Cc3ccccc3)NC(=O)O[C@H]4CCOC4)O)F
6i8m,H7W,7.795880017344075,2.1,2019,PDB,False,6i8m_H7W,C[C@H]1c2cccc(c2C(=O)N1C3CCN(CC3)C4CCCCC4)C(=O)N
6ud2,Q4D,10.207608310501746,1.7,2019,PDB,False,6ud2_Q4D,CN1CC/C=C/[C@@H]([C@@H]2CC[C@H]2CN3C[C@@]4(CCCc5c4ccc(c5)Cl)COc6c3cc(cc6)[C@](CC1=O)(C(=O)NS(=O)(=O)N(C)C)O)OCCN7CC(C7)(F)F
3m3x,JS7,6.823908740944319,1.68,2010,PDB,False,3m3x_JS7,COc1c(c(ncn1)NCCc2ccc(cc2)S(=O)(=O)N)[N+](=O)[O-]
4gjd,0N0,8.522878745280337,2.65,2013,PDB,False,4gjd_0N0,Cc1ccc(cc1)S(=O)(=O)N[C@@H]2C[C@@H](CNC2)C(=O)NCC3(c4ccccc4Oc5c3cccc5)CCCCOC
1zuc,T98,8.769551078621726,2.0,2005,PDB,False,1zuc_T98,CC1(c2cc(ccc2NC(=S)O1)c3ccc(n3C)C#N)C
6ht8,GQE,6.721246399047171,2.5,2018,PDB,False,6ht8_GQE,COc1ccc(cc1NC(=O)c2ccccc2)C(=O)NO
4jv6,18F,6.66354026615147,1.87,2013,PDB,False,4jv6_18F,c1ccc(cc1)Cn2c3ccccc3nc2c4ccccc4
1uml,FR4,7.522878745280337,2.5,2004,PDB,False,1uml_FR4,c1ccc(cc1)CCC(=O)Nc2ccc3ccn(c3c2)CC[C@H](CO)n4cc(nc4)C(=O)N
1doj,1Z0,8.958607314841775,1.7,2000,PDB,True,1doj_1Z0,[H]/N=C(\N)/NCCC[C@@H](C(=O)c1nc2ccc(cc2s1)C(=O)O)NC(=O)[C@@H]3CCCN3C(=O)[C@@H](Cc4ccccc4)NC
3ilq,1O2,5.2076083105017466,2.05,2010,PDB,False,3ilq_1O2,CCCCCCCCCCCCCCCC(=O)O[C@@H](CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)COC(=O)CCCCCCC/C=C\CCCCCCCC
6ooy,A7M,4.657577319177793,2.5,2019,PDB,False,6ooy_A7M,Cc1ccc(c(c1)Cn2c3ccccc3nc2CO)C
2wf0,ZY0,6.6777807052660805,1.6,2009,PDB,False,2wf0_ZY0,CCc1ccnc2c1cc(cc2N3CCCC3=O)C(=O)N[C@@H](Cc4ccccc4)[C@@H](CNCc5cccc(c5)C(F)(F)F)O
3cr5,PNT,4.1938200260161125,1.85,2008,PDB,False,3cr5_PNT,c1cc(ccc1C(=N)N)OCCCCCOc2ccc(cc2)C(=N)N
2jdo,I5S,6.638272163982407,1.8,2007,PDB,False,2jdo_I5S,c1cc2cnccc2c(c1)S(=O)(=O)NCCNCCOCc3ccc(cc3)Cl
4pp7,2VX,7.958607314841775,3.4,2014,PDB,False,4pp7_2VX,CCCS(=O)(=O)Nc1ccc(c(c1F)N(C)c2ccc3c(c2)C(=O)N(C=N3)C)F
1cin,MTS,8.72584215073632,2.1,1994,PDB,False,1cin_MTS,C[C@H]1C[C@@H](c2cc(sc2S1(=O)=O)S(=O)(=O)N)NC
1sve,I01,8.301029995663981,2.49,2005,PDB,False,1sve_I01,COc1ccc(c(c1F)C(=O)c2ccc(cc2)C(=O)O[C@@H]3CCCNC[C@H]3NC(=O)c4ccncc4)O
3f3a,TRP,4.188424994129407,2.0,2008,PDB,False,3f3a_TRP,c1ccc2c(c1)c(c[nH]2)C[C@@H](C(=O)O)N
